Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
AUDI,A5 Coupé,3.2 V6 quattro 265ps,QM6,3197,Petrol,13.0,6.6,8.9,21.7,42.8,31.7,213,1927,74.0,0.145,0.047,0.014,,,
AUDI,A5 Coupé,3.2 V6 quattro 265ps Tiptronic,QA6,3197,Petrol,13.0,6.7,9.0,21.7,42.2,31.4,215,1946,70.0,0.166,0.079,0.018,,,
AUDI,A5 Coupé,S5 4.2 V8 quattro 345ps,M6,4163,Petrol,18.1,8.7,12.1,12.4,32.5,23.3,288,2622,69.0,0.358,0.056,0.043,,,
AUDI,A5 Coupé,S5 4.2 V8 quattro 354ps Tiptronic,QA6,4163,Petrol,15.7,7.9,10.8,12.4,35.8,26.3,256,2323,69.0,0.381,0.082,0.033,,,
AUDI,A6 Saloon,2.0 TFSI 170ps,M6,1984,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,187,1707,72.0,0.728,0.042,0.020,,,
AUDI,A6 Saloon,2.0 TFSI 170ps Multitronic,AV,1984,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,194,1776,72.0,0.700,0.069,0.031,,,
AUDI,A6 Saloon,2.4 V6 177ps,M6,2393,Petrol,14.1,7.1,9.7,19.8,39.8,29.1,231,2100,74.0,0.604,0.037,0.017,,,
AUDI,A6 Saloon,2.4 V6 177ps Multitronic,AV,2393,Petrol,13.7,7.1,9.6,20.6,39.8,29.4,229,2078,74.0,0.425,0.058,0.023,,,
AUDI,A6 Saloon,2.4 V6 177ps quattro,QM6,2393,Petrol,16.0,7.8,10.8,17.7,36.2,25.9,257,2359,73.0,0.697,0.050,0.034,,,
AUDI,A6 Saloon,2.8 V6 FSI 210ps,M6,2773,Petrol,12.9,6.3,8.7,21.9,44.8,32.5,207,1880,71.0,0.244,0.071,0.049,,,
AUDI,A6 Saloon,2.8 V6 FSI 210ps Multitronic,AV,2773,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,209,1903,73.0,0.217,0.071,0.053,,,
AUDI,A6 Saloon,2.8 V6 FSI 210ps quattro Tiptronic,QA6,2773,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,231,2100,73.0,0.389,0.071,0.029,,,
AUDI,A6 Saloon,3.2 V6 FSI 256ps,M6,3123,Petrol,14.1,7.1,9.7,19.8,39.8,29.1,231,2100,73.0,0.841,0.061,0.044,,,
AUDI,A6 Saloon,3.2 V6 FSI 256ps Multitronic,AV,3123,Petrol,13.9,7.1,9.6,20.3,39.8,29.4,229,2078,74.0,0.599,0.079,0.056,,,
AUDI,A6 Saloon,3.2 V6 FSI 256ps quattro,QM6,3123,Petrol,15.5,7.9,10.7,18.2,35.8,26.4,255,2314,74.0,0.808,0.056,0.038,,,
AUDI,A6 Saloon,3.2 V6 FSI 256ps quattro Tiptronic,QA6,3123,Petrol,15.7,8.1,10.9,18.0,34.9,25.9,259,2359,71.0,0.828,0.091,0.041,,,
AUDI,A6 Saloon,4.2 V8 FSI 350ps quattro Tiptronic,QA6,4163,Petrol,15.6,8.1,10.8,18.1,34.9,26.2,257,2332,72.0,0.446,0.060,0.034,,,
AUDI,A6 Saloon,S6 5.2 V10 quattro 435ps Tiptronic,QA6,5204,Petrol,18.5,9.1,12.6,21.7,41.5,31.0,299,1971,74.0,0.385,0.086,0.049,,,
AUDI,A6 Avant,2.0 TFSI 170ps,M6,1984,Petrol,11.0,6.4,8.1,25.7,44.1,34.9,192,1751,72.0,0.728,0.042,0.020,,,
AUDI,A6 Avant,2.0 TFSI 170ps Multitronic,AV,1984,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,194,1776,72.0,0.700,0.069,0.031,,,
AUDI,A6 Avant,2.4 V6 177ps,M6,2393,Petrol,14.3,7.2,9.8,19.5,39.2,28.5,233,2144,74.0,0.604,0.037,0.017,,,
AUDI,A6 Avant,2.4 V6 177ps Multitronic,AV,2393,Petrol,13.7,7.1,9.6,20.6,39.8,29.4,229,2078,74.0,0.425,0.058,0.023,,,
AUDI,A6 Avant,2.4 V6 177ps quattro,QM6,2393,Petrol,16.1,7.9,10.9,17.5,35.8,25.9,259,2359,73.0,0.697,0.050,0.034,,,
AUDI,A6 Avant,2.8 V6 FSI 210ps,M6,2773,Petrol,13.0,6.4,8.8,21.7,44.1,32.1,209,1903,71.0,0.244,0.071,0.049,,,
AUDI,A6 Avant,2.8 V6 FSI 210ps Multitronic,AV,2773,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,209,1903,73.0,0.217,0.071,0.053,,,
AUDI,A6 Avant,2.8 V6 FSI 210ps quattro Tiptronic,QA6,2773,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,231,2100,73.0,0.389,0.071,0.029,,,
AUDI,A6 Avant,3.2 V6 FSI 256ps,M6,3123,Petrol,14.3,7.2,9.8,19.8,39.2,28.8,233,2121,73.0,0.841,0.061,0.044,,,
AUDI,A6 Avant,3.2 V6 FSI 256ps Multitronic,AV,3123,Petrol,13.9,7.1,9.6,20.3,39.8,29.4,229,2078,74.0,0.599,0.079,0.056,,,
AUDI,A6 Avant,3.2 V6 FSI 256ps quattro,QM6,3123,Petrol,15.6,8.0,10.8,18.1,35.3,26.2,257,2332,74.0,0.808,0.056,0.038,,,
AUDI,A6 Avant,3.2 V6 FSI 256ps quattro Tiptronic,QA6,3123,Petrol,15.7,8.1,10.9,18.0,34.9,25.9,259,2359,71.0,0.828,0.091,0.041,,,
AUDI,A6 Avant,4.2 V8 FSI 350ps quattro Tiptronic,QA6,4163,Petrol,15.7,8.2,10.9,18.0,34.4,25.9,259,2359,72.0,0.446,0.060,0.034,,,
AUDI,A6 Avant,S6 5.2 V10 quattro 435ps Tiptronic,QA6,5204,Petrol,18.5,9.1,12.6,21.7,41.5,31.0,299,1971,74.0,0.385,0.086,0.049,,,
AUDI,A8,2.8 V6 FSI 210ps Multitronic,AV,2773,Petrol,11.8,6.3,8.3,23.9,44.8,34.0,199,1797,71.0,0.173,0.064,0.017,,,
AUDI,A8,3.2 V6 FSI 260ps Multitronic,AV,3123,Petrol,14.7,7.1,9.9,19.2,39.8,28.5,234,2144,73.0,0.467,0.055,0.040,,,
AUDI,A8,3.2 V6 FSI 260ps Multitronic LWB,AV,3123,Petrol,14.7,7.1,9.9,19.2,39.8,28.5,234,2144,73.0,0.467,0.055,0.040,,,
AUDI,A8,3.2 V6 FSI 260ps quattro Tiptronic,QA6,3123,Petrol,16.0,7.8,10.9,17.7,36.2,25.9,259,2359,71.0,0.843,0.062,0.020,,,
AUDI,A8,4.2 V8 FSI 350ps quattro Tiptronic,QA6,3123,Petrol,15.7,8.2,10.9,18.0,34.4,25.9,259,2359,70.0,0.422,0.067,0.031,,,
AUDI,A8,4.2 V8 FSI 350ps quattro LWB Tiptronic,QA6,4163,Petrol,15.7,8.2,10.9,18.0,34.4,25.9,259,2359,70.0,0.422,0.067,0.031,,,
AUDI,A8,6.0 W12 450ps quattro Tiptronic,QA6,5998,Petrol,20.1,9.8,13.6,14.1,28.8,20.8,324,2937,73.0,0.819,0.097,0.023,,,
AUDI,A8,6.0 W12 450ps quattro LWB Tiptronic,QA6,5998,Petrol,20.1,9.8,13.6,14.1,28.8,20.8,324,2937,73.0,0.819,0.097,0.023,,,
AUDI,R8,4.2 V8 quattro 420ps,QM6,4163,Petrol,21.2,9.6,13.9,13.3,29.4,20.3,332,3010,75.0,0.270,0.044,0.048,,,
AUDI,R8,4.2 V8 quattro 420ps R-Tronic,QD6,4163,Petrol,19.9,9.5,13.3,14.2,29.7,21.2,318,2882,74.0,0.348,0.061,0.030,,,
AUDI,R8,5.2 V10 FSI quattro 525ps,QM6,5204,Petrol,22.6,10.2,14.7,12.5,27.7,19.2,351,3182,75.0,0.188,0.058,0.041,,,
AUDI,R8,5.2 V10 FSI quattro 525ps R-Tronic ,QD6,5204,Petrol,20.7,9.6,13.7,13.6,29.4,20.6,327,2966,74.0,0.144,0.044,0.023,,,
AUDI,R8 Spyder,4.2 V8 FSI quattro 420ps,QM6,4163,Petrol,21.4,9.9,14.2,13.2,28.5,19.9,339,3070,75.0,0.152,0.044,0.049,,,
AUDI,R8 Spyder,4.2 V8 quattro 420ps R-Tronic,QA6,4163,Petrol,20.3,9.7,13.6,13.9,29.1,20.8,325,2937,74.0,0.181,0.058,0.040,,,
AUDI,R8 Spyder,5.2 FSI V10 quattro 525ps,QM6,5204,Petrol,22.7,10.4,14.9,12.4,27.2,19.0,356,3216,75.0,0.262,0.049,0.053,,,
AUDI,R8 Spyder,5.2 V10 FSI quattro 525ps R-Tronic ,QA6,5204,Petrol,20.9,9.9,13.9,13.5,28.5,20.3,332,3010,74.0,0.354,0.062,0.040,,,
AUDI,S Series,S3 2.0T FSI quattro 265ps ,QM6,1984,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,217,1971,75.0,0.239,0.065,0.022,,,
AUDI,S Series,S4 4.2 V8 quattro 344ps Saloon,QM6,4163,Petrol,19.5,9.8,13.3,14.5,28.8,21.2,321,2882,75.0,0.430,0.046,0.040,,,
AUDI,S Series,S4 4.2 V8 quattro Tiptronic 344ps Saloon,QA6,4163,Petrol,17.3,8.9,12.0,16.3,31.7,23.5,286,2600,72.0,0.296,0.031,0.018,,,
AUDI,S Series,S4 4.2 V8 quattro 344ps Avant,QM6,4163,Petrol,19.5,9.8,13.3,14.5,28.8,21.2,321,2882,75.0,0.430,0.046,0.040,,,
AUDI,S Series,S4 4.2 V8 quattro Tiptronic 344ps Avant,QA6,4163,Petrol,17.3,8.9,12.0,16.3,31.7,23.5,286,2600,72.0,0.296,0.031,0.018,,,
AUDI,S Series,S4 4.2 V8 quattro 344ps Cabriolet ,QM6,4163,Petrol,19.4,9.8,13.3,14.6,28.8,21.2,317,2882,75.0,0.408,0.035,0.026,,,
AUDI,S Series,S4 4.2 V8 quattro Tiptronic 344ps Cabriolet ,QA6,4163,Petrol,17.5,9.0,12.1,16.1,31.4,23.3,289,2622,73.0,0.336,0.041,0.036,,,
AUDI,S Series,RS4 4.2 V8 quattro 420ps Saloon,QM6,4163,Petrol,20.6,9.3,13.4,13.7,30.4,21.1,322,2896,75.0,0.284,0.083,0.026,,,
AUDI,S Series,RS4 4.2 V8 quattro 420ps Avant ,QM6,4163,Petrol,20.7,9.4,13.5,13.6,30.1,20.9,324,2923,75.0,0.284,0.083,0.026,,,
AUDI,S Series,RS4 4.2 V8 quattro 420ps Cabriolet ,QM6,4163,Petrol,21.4,9.6,13.9,13.2,29.4,20.3,334,3010,75.0,0.354,0.068,0.045,,,
AUDI,S Series,S5 4.2 V8 quattro 353ps,QM6,4163,Petrol,18.1,8.7,12.1,12.4,32.5,23.3,288,2622,69.0,0.358,0.056,0.043,,,
AUDI,S Series,S5 4.2 V8 quattro 353ps Tiptronic,QA6,4163,Petrol,15.7,7.9,10.8,12.4,35.8,26.2,256,2332,69.0,0.381,0.082,0.033,,,
AUDI,S Series,S6 5.2 V10 quattro Tiptronic 435ps Saloon,QA6,5204,Petrol,18.5,9.1,12.6,15.3,31.0,22.4,299,2728,74.0,0.385,0.086,0.049,,,
AUDI,S Series,S6 5.2 V10 quattro Tiptronic 435ps Avant,QA6,5204,Petrol,19.7,9.7,13.4,14.3,29.1,21.1,319,2896,74.0,0.560,0.075,0.064,,,
AUDI,S Series,RS6 5.0 V10 quattro 580ps Tiptronic Saloon,QA6,4991,Petrol,20.3,10.2,13.9,13.9,27.7,20.3,331,3010,74.0,0.305,0.089,0.053,,,
AUDI,S Series,RS6 5.0 V10 quattro 580ps Tiptronic Avant,QA6,4991,Petrol,20.4,10.3,14.0,13.8,27.4,20.2,333,3025,74.0,0.305,0.089,0.053,,,
AUDI,S Series,S8 5.2 V10 quattro Tiptronic 450ps,QA6,5204,Petrol,19.5,9.5,13.2,14.5,29.7,21.4,314,2855,74.0,0.545,0.072,0.060,,,
AUDI,TT Coupé,2.0 TFSI 200ps,M6,1984,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,183,1665,75.0,0.163,0.038,0.020,,,
AUDI,TT Coupé,2.0 TFSI 200ps S-Tronic,D6,1984,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,183,1665,74.0,0.346,0.053,0.010,,,
AUDI,TT Coupé,2.0 TFSI quattro 200ps S-Tronic,QD6,1984,Petrol,10.5,6.1,7.7,26.9,46.3,36.7,181,1665,74.0,0.233,0.034,0.017,,,
AUDI,TT Coupé,3.2 V6 250ps quattro,QM6,3189,Petrol,14.7,7.8,10.3,19.2,36.2,27.4,247,2230,74.0,0.433,0.031,0.020,,,
AUDI,TT Coupé,3.2 V6 250ps quattro S-Tronic,QD6,3189,Petrol,12.9,7.3,9.4,21.9,38.7,30.1,224,2030,73.0,0.268,0.029,0.013,,,
AUDI,TT Roadster,2.0 TFSI 200ps,M6,1984,Petrol,10.7,6.2,7.8,26.4,45.6,36.2,186,1688,75.0,0.210,0.055,0.012,,,
AUDI,TT Roadster,2.0 TFSI 200ps S-Tronic,D6,1984,Petrol,10.8,6.1,7.8,26.2,46.3,36.2,186,1688,74.0,0.388,0.044,0.017,,,
AUDI,TT Roadster,3.2 V6 quattro 250ps ,QM6,3189,Petrol,14.8,7.8,10.4,19.1,36.2,27.2,250,2246,75.0,0.554,0.034,0.017,,,
AUDI,TT Roadster,3.2 V6 quattro 250ps S-Tronic,D6,3189,Petrol,13.0,7.4,9.5,21.7,38.2,29.7,227,2057,73.0,0.283,0.032,0.014,,,
AUDI,TTS Coupé,2.0 TFSI quattro 272ps,M6,1984,Petrol,10.9,6.3,8.0,25.9,44.8,35.3,191,1731,75.0,0.155,0.049,0.024,,,
AUDI,TTS Coupé,2.0 TFSI quattro S tronic 272ps,D6,1984,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,188,1707,73.0,0.277,0.083,0.017,,,
AUDI,TTS Roadster,2.0 TFSI quattro 272ps,M6,1984,Petrol,11.0,6.5,8.2,25.7,43.5,34.4,194,1776,75.0,0.158,0.049,0.023,,,
AUDI,TTS Roadster,2.0 TFSI quattro S tronic 272ps,D6,1984,Petrol,11.3,6.2,8.0,25.0,45.6,35.3,190,1731,73.0,0.185,0.055,0.030,,,
AUDI,Cabriolet,1.8 T 163ps,M5,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,197,1797,71.0,0.446,0.020,0.017,,,
AUDI,Cabriolet,1.8 T 163ps Multitronic,AV,1781,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,204,1840,71.0,0.526,0.031,0.024,,,
AUDI,Cabriolet,2.0 TFSI 200ps,M6,1984,Petrol,11.3,6.0,8.0,25.0,47.1,35.3,190,1731,73.0,0.418,0.034,0.029,,,
AUDI,Cabriolet,2.0 TFSI 200ps Multitronic,AV,1984,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,197,1797,73.0,0.402,0.047,0.020,,,
AUDI,Cabriolet,3.2 V6 FSI quattro 256ps,QM6,3123,Petrol,16.2,8.1,11.0,17.4,34.9,25.7,262,2377,71.0,0.420,0.044,0.032,,,
AUDI,Cabriolet,3.2 V6 FSI quattro 256ps Multitronic,AV,3123,Petrol,13.8,7.2,9.6,20.5,39.2,29.4,228,2078,74.0,0.305,0.061,0.032,,,
AUDI,Cabriolet,3.2 V6 FSI quattro 256ps Tiptronic,QA6,3123,Petrol,16.1,8.2,10.9,17.5,34.4,25.9,259,2359,72.0,0.480,0.038,0.026,,,
AUDI,Q7,3.6 V6 FSI 280ps quattro Tiptronic,QA6,3597,Petrol,16.9,9.3,12.1,16.7,30.4,23.3,289,2622,75.0,0.463,0.083,0.037,,,
AUDI,Q7,4.2 V8 FSI 350ps quattro Tiptronic,QA6,4163,Petrol,17.5,9.9,12.7,16.1,28.5,22.2,304,2752,73.0,0.277,0.055,0.036,,,
BENTLEY MOTORS,Continental,GT,QA6,5998,Petrol,25.3,11.6,16.6,11.2,24.3,17.0,396,3594,74.0,0.647,0.050,0.025,,,
BENTLEY MOTORS,Continental,GT Speed,QA6,5998,Petrol,25.3,11.6,16.6,11.2,24.3,17.0,396,3594,74.0,0.647,0.050,0.025,,,
BENTLEY MOTORS,Continental,GTC,QA6,5998,Petrol,25.3,11.6,16.6,11.2,24.3,17.0,396,3594,73.0,0.647,0.050,0.025,,,
BENTLEY MOTORS,Continental,Flying Spur,QA6,5998,Petrol,25.3,11.6,16.6,11.2,24.3,17.0,396,3594,73.0,0.647,0.050,0.025,,,
BENTLEY MOTORS,Continental,Flying Spur Speed,QA6,5998,Petrol,25.3,11.6,16.6,11.2,24.3,17.0,396,3594,72.0,0.647,0.050,0.025,,,
BENTLEY MOTORS,Continental,GTC Speed,QA6,5998,Petrol,25.3,11.6,16.6,11.2,24.3,17.0,396,3594,74.0,0.647,0.050,0.025,,,
BENTLEY MOTORS,Azure,Azure,A6,6761,Petrol,28.8,14.1,19.5,9.8,20.1,14.5,465,4214,68.0,0.294,0.061,0.031,,,
BENTLEY MOTORS,Azure,Azure T,A6,6761,Petrol,28.8,14.1,19.5,9.8,20.1,14.5,465,4214,68.0,0.294,0.061,0.031,,,
BENTLEY MOTORS,Brooklands,Coupé,A6,6761,Petrol,28.8,14.1,19.5,9.8,20.1,14.5,465,4214,69.0,0.294,0.061,0.031,,,
BENTLEY MOTORS,Arnage,RL,A6,6761,Petrol,28.8,14.1,19.5,9.8,20.1,14.5,465,4214,68.0,0.294,0.061,0.031,,,
BENTLEY MOTORS,Arnage,T,A6,6761,Petrol,28.8,14.1,19.5,9.8,20.1,14.5,465,4214,68.0,0.294,0.061,0.031,,,
BENTLEY MOTORS,Arnage,R,A6,6761,Petrol,28.8,14.1,19.5,9.8,20.1,14.5,465,4214,68.0,0.294,0.061,0.031,,,
BENTLEY MOTORS,Arnage,Final Series,A6,6761,Petrol,28.8,14.1,19.5,9.8,20.1,14.5,465,4214,68.0,0.294,0.061,0.031,,,
BENTLEY MOTORS,Continental,Supersports,QA6,5998,Petrol/E85 (Flex Fuel),25.0,11.4,16.3,11.3,24.8,17.3,388,3562,73.0,0.647,0.050,0.025,,,
BMW,1 Series E81/E82/E87/E88,116d 3-Door - with particle filter,M6,1995,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,118,960,73.0,0.385,,0.181,0.220,0.000,
BMW,1 Series E81/E82/E87/E88,116d 5-Door - with particle filter,M6,1995,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,118,960,73.0,0.385,,0.181,0.220,0.000,
BMW,3 Series E90/E91/E92/E93,325d Coupé - with particle filter - up to February 2010,M6,2993,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,153,1243,74.0,0.129,,0.204,0.242,0.000,
BMW,3 Series E90/E91/E92/E93,325d Coupé - with particle filter - up to February 2010,A6,2993,Diesel,8.1,5.1,6.2,34.9,55.4,45.6,164,1352,74.0,0.172,,0.170,0.195,0.000,
BMW,3 Series E90/E91/E92/E93,335d Coupé - with particle filter - up to February 2010,A6,2993,Diesel,9.1,5.3,6.7,31.0,53.3,42.2,177,1461,68.0,0.154,,0.194,0.216,0.001,
BMW,3 Series E90/E91/E92/E93,325d Convertible - with particle filter - up to February 2010,M6,2993,Diesel,8.0,5.0,6.1,35.3,56.5,46.3,162,1331,74.0,0.129,,0.204,0.242,0.000,
BMW,3 Series E90/E91/E92/E93,325d Convertible - with particle filter - up to February 2010,A6,2993,Diesel,8.3,5.3,6.4,34.0,53.3,44.1,170,1398,75.0,0.172,,0.170,0.195,0.000,
BMW,3 Series E90/E91/E92/E93,325d Saloon - with particle filter - up to February 2010,M6,2993,Diesel,7.6,4.6,5.7,37.2,61.4,49.6,153,1243,74.0,0.129,,0.204,0.242,0.000,
BMW,3 Series E90/E91/E92/E93,325d Saloon - with particle filter - up to February 2010,A6,2993,Diesel,8.1,5.1,6.2,34.9,55.4,45.6,164,1352,74.0,0.172,,0.170,0.195,0.000,
BMW,3 Series E90/E91/E92/E93,335d Saloon - with particle filter - up to February 2010,A6,2993,Diesel,9.1,5.3,6.7,31.0,53.3,42.2,177,1461,68.0,0.154,,0.194,0.216,0.001,
BMW,3 Series E90/E91/E92/E93,325d Touring - with particle filter - up to February 2010,M6,2993,Diesel,7.8,4.8,5.9,36.2,58.9,47.9,155,1287,74.0,0.129,,0.204,0.242,0.000,
BMW,3 Series E90/E91/E92/E93,325d Touring - with particle filter - up to February 2010,A6,2993,Diesel,8.2,5.2,6.3,34.4,54.3,44.8,165,1376,74.0,0.172,,0.170,0.195,0.000,
BMW,3 Series E90/E91/E92/E93,335d Touring - with particle filter - up to February 2010,A6,2993,Diesel,9.2,5.4,6.8,30.7,52.3,41.5,178,1485,68.0,0.154,,0.194,0.216,0.001,
BMW,5 Series E60/E61,520d Saloon - with particle filter,M6,1995,Diesel,6.5,4.3,5.1,43.5,65.7,55.4,136,1113,71.0,0.248,,0.201,0.244,0.000,
BMW,5 Series E60/E61,520d Saloon - with particle filter,A6,1995,Diesel,7.5,4.6,5.6,37.7,61.4,50.4,149,1223,70.0,0.139,,0.144,0.164,0.000,
BMW,5 Series E60/E61,525d Saloon - with particle filter,M6,2993,Diesel,8.2,5.0,6.2,34.4,56.5,45.6,165,1352,75.0,0.177,,0.197,0.223,0.000,
BMW,5 Series E60/E61,525d Saloon - with particle filter,A6,2993,Diesel,8.5,5.3,6.5,33.2,53.3,43.5,172,1417,72.0,0.186,,0.175,0.203,0.000,
BMW,5 Series E60/E61,530d Saloon - with particle filter,M6,2993,Diesel,8.6,5.1,6.4,32.8,55.4,44.1,170,1398,75.0,0.327,,0.222,0.272,0.001,
BMW,5 Series E60/E61,530d Saloon - with particle filter,A6,2993,Diesel,9.1,5.2,6.6,31.0,54.3,42.8,176,1440,73.0,0.189,,0.185,0.229,0.001,
BMW,5 Series E60/E61,535d Saloon - with particle filter,A6,2993,Diesel,9.0,5.4,6.7,31.4,52.3,42.2,178,1461,71.0,0.181,,0.190,0.215,0.000,
BMW,5 Series E60/E61,520d Touring - with particle filter,M6,1995,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,1157,71.0,0.248,,0.201,0.244,0.000,
BMW,5 Series E60/E61,520d Touring - with particle filter,A6,1995,Diesel,7.7,4.7,5.8,36.7,60.1,48.7,154,1266,70.0,0.139,,0.144,0.164,0.000,
BMW,5 Series E60/E61,525d Touring - with particle filter,M6,2993,Diesel,8.4,5.2,6.4,33.6,54.3,44.1,171,1398,75.0,0.177,,0.197,0.223,0.000,
BMW,5 Series E60/E61,525d Touring - with particle filter,A6,2993,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,176,1440,72.0,0.186,,0.175,0.203,0.000,
BMW,5 Series E60/E61,530d Touring - with particle filter,M6,2993,Diesel,8.8,5.3,6.6,32.1,53.3,42.8,176,1440,75.0,0.327,,0.222,0.272,0.001,
BMW,5 Series E60/E61,530d Touring - with particle filter,A6,2993,Diesel,9.3,5.3,6.8,30.4,53.3,41.5,180,1485,73.0,0.189,,0.185,0.229,0.001,
BMW,5 Series E60/E61,535d Touring - with particle filter,A6,2993,Diesel,9.2,5.6,6.9,30.7,50.4,40.9,182,1507,71.0,0.181,,0.190,0.215,0.000,
BMW,6 Series E63/E64,635d Coupé - with particle filter,A6,2993,Diesel,9.2,5.6,6.9,30.7,50.4,40.9,183,1507,71.0,0.211,,0.172,0.198,0.000,
BMW,6 Series E63/E64,635d Convertible - with particle filter,A6,2993,Diesel,9.6,5.8,7.2,29.4,48.7,39.2,190,1573,71.0,0.211,,0.172,0.198,0.000,
BMW,X3 Series E83,X3 xDrive30d - with particle filter,M6,2993,Diesel,9.7,6.0,7.4,29.1,47.1,38.2,196,1614,76.0,0.459,,0.228,0.274,0.001,
BMW,X3 Series E83,X3 xDrive30d - with particle filter,A6,2993,Diesel,9.9,6.4,7.7,28.5,44.1,36.7,206,1680,74.0,0.094,,0.235,0.262,0.001,
BMW,X3 Series E83,X3 xDrive35d - with particle filter,A6,2993,Diesel,9.7,6.7,7.8,29.1,42.2,36.2,208,1703,71.0,0.020,,0.207,0.222,0.002,
BMW,X5 Series E70,X5 xDrive30d - with particle filter - up to March 2010,A6,2993,Diesel,10.4,7.0,8.2,27.2,40.4,34.4,217,1792,73.0,0.069,,0.305,0.322,0.001,
BMW,X5 Series E70,X5 xDrive35d - with particle filter - up to March 2010,A6,2993,Diesel,10.5,7.1,8.3,26.9,39.8,34.0,220,1813,71.0,0.190,,0.295,0.317,0.001,
BMW,X6 Series E71,X6 xDrive30d - with particle filter - up to March 2010,A6,2993,Diesel,10.4,7.0,8.2,27.2,40.4,34.4,217,1792,73.0,0.069,,0.305,0.322,0.001,
BMW,X6 Series E71,X6 xDrive35d - with particle filter - up to March 2010,A6,2993,Diesel,10.5,7.1,8.3,26.9,39.8,34.0,220,1813,71.0,0.190,,0.295,0.317,0.001,
BMW,1 Series E81/E82/E87/E88,135i Coupé - up to February 2010,M6,2979,Petrol,13.0,7.0,9.2,21.7,40.4,30.7,220,1990,73.0,0.180,0.056,0.003,,,
BMW,1 Series E81/E82/E87/E88,135i Coupé - up to February 2010,A6,2979,Petrol,13.2,6.9,9.2,21.4,40.9,30.7,221,1990,74.0,0.276,0.089,0.008,,,
BMW,1 Series E81/E82/E87/E88,135i Convertible - up to February 2010,M6,2979,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,224,2030,73.0,0.180,0.056,0.003,,,
BMW,1 Series E81/E82/E87/E88,135i Convertible - up to February 2010,A6,2979,Petrol,13.5,7.0,9.4,20.9,40.4,30.1,225,2030,74.0,0.276,0.089,0.008,,,
BMW,3 Series E90/E91/E92/E93,335i Coupé - up to February 2010,M6,2979,Petrol,13.2,6.7,9.1,21.4,42.2,31.0,218,1971,73.0,0.474,0.064,0.011,,,
BMW,3 Series E90/E91/E92/E93,335i Coupé - up to February 2010,A7,2979,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,210,1903,74.0,0.168,0.068,0.006,,,
BMW,3 Series E90/E91/E92/E93,M3 Coupé - up to February 2010,M6,3999,Petrol,17.9,9.2,12.4,15.8,30.7,22.8,295,2680,75.0,0.583,0.056,0.020,,,
BMW,3 Series E90/E91/E92/E93,M3 Coupé - up to February 2010,DCT7,3999,Petrol,17.0,9.0,11.9,16.6,31.4,23.7,285,2578,74.0,0.284,0.068,0.019,,,
BMW,3 Series E90/E91/E92/E93,335i Convertible - up to February 2010,M6,2979,Petrol,13.6,7.1,9.5,20.8,39.8,29.7,226,2057,73.0,0.474,0.064,0.011,,,
BMW,3 Series E90/E91/E92/E93,335i Convertible - up to February 2010,A7,2979,Petrol,12.8,7.0,9.1,22.1,40.4,31.0,217,1971,74.0,0.168,0.068,0.006,,,
BMW,3 Series E90/E91/E92/E93,M3 Convertible - up to February 2010,M6,3999,Petrol,18.7,9.6,12.9,15.1,29.4,21.9,309,2790,75.0,0.583,0.056,0.020,,,
BMW,3 Series E90/E91/E92/E93,M3 Convertible - up to February 2010,DCT7,3999,Petrol,17.3,9.4,12.3,16.3,30.1,23.0,293,2656,74.0,0.284,0.068,0.019,,,
BMW,3 Series E90/E91/E92/E93,335i Saloon - up to February 2010,M6,2979,Petrol,13.2,6.7,9.1,21.4,42.2,31.0,218,1971,73.0,0.474,0.064,0.011,,,
BMW,3 Series E90/E91/E92/E93,335i Saloon - up to February 2010,A6,2979,Petrol,13.1,6.9,9.2,21.6,40.9,30.7,221,1990,74.0,0.339,0.052,0.012,,,
