AUDI,A5 Coupé,3.2 V6 quattro 265PS,QM6,3197,Petrol,13.0,6.6,8.9,21.7,42.8,31.7,213,1514,74.0,0.145,0.047,0.014,,,,,,,,,
AUDI,A5 Coupé,3.2 V6 quattro 265PS Tiptronic,QA6,3197,Petrol,13.0,6.7,9.0,21.7,42.2,31.4,215,1529,70.0,0.166,0.079,0.018,,,,,,,,,
AUDI,A6 Avant,2.0 TDI 140PS,M6,1968,Diesel,8.6,4.8,6.2,32.8,58.9,45.6,162,1196,72.0,0.150,,0.230,0.267,0.020,,,,,,,
AUDI,A6 Avant,2.0 TDI 140PS Multitronic with DPF,AV,1968,Diesel,8.8,5.5,6.7,32.1,51.4,42.2,178,1293,72.0,0.020,,0.199,0.210,0.001,,,,,,,
AUDI,A6 Avant,2.7 V6 TDI 180PS,M6,2698,Diesel,9.9,5.5,7.1,28.5,51.4,39.8,189,1371,72.0,0.232,,0.215,0.251,0.017,,,,,,,
AUDI,A6 Avant,2.7 V6 TDI 180PS Multitronic,AV,2698,Diesel,10.1,5.8,7.4,28.0,48.7,38.2,197,1428,71.0,0.294,,0.196,0.232,0.021,,,,,,,
AUDI,A6 Avant,2.7 V6 TDI 180PS Multitronic with DPF,AV,2698,Diesel,10.2,5.9,7.5,27.7,47.9,37.7,199,1447,71.0,0.350,,0.232,0.279,0.002,,,,,,,
AUDI,A6 Avant,3.0 V6 TDI quattro 233PS,QM6,2967,Diesel,11.4,6.2,8.1,24.8,45.6,34.9,215,1563,73.0,0.280,,0.232,0.271,0.020,,,,,,,
AUDI,A6 Avant,2.7 V6 TDI quattro 180PS Tiptronic,QA6,2698,Diesel,11.6,6.7,8.5,24.4,42.2,33.2,225,1643,70.0,0.222,,0.222,0.248,0.023,,,,,,,
AUDI,A6 Avant,3.0 V6 TDI quattro 233PS Tiptronic,QA6,2967,Diesel,12.1,6.2,8.4,23.3,45.6,33.6,225,1624,70.0,0.205,,0.219,0.245,0.017,,,,,,,
AUDI,A6 Avant,2.0 TFSI 170PS,M6,1984,Petrol,11.0,6.4,8.1,25.7,44.1,34.9,192,1376,72.0,0.728,0.042,0.020,,,,,,,,,
AUDI,A6 Avant,2.0 TFSI 170PS Multitronic,AV,1984,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,194,1396,72.0,0.700,0.069,0.031,,,,,,,,,
AUDI,A6 Avant,2.8 V6 FSI 210PS,M6,2773,Petrol,13.0,6.4,8.8,21.7,44.1,32.1,209,1496,71.0,0.244,0.071,0.049,,,,,,,,,
AUDI,A6 Avant,2.8 V6 FSI 210PS Multitronic,AV,2773,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,209,1496,73.0,0.217,0.071,0.053,,,,,,,,,
AUDI,A6 Avant,2.4 V6 177PS Multitronic,AV,2393,Petrol,13.7,7.1,9.6,20.6,39.8,29.4,229,1633,74.0,0.425,0.058,0.023,,,,,,,,,
AUDI,A6 Avant,3.2 V6 FSI 256PS Multitronic,AV,3123,Petrol,13.9,7.1,9.6,20.3,39.8,29.4,229,1633,74.0,0.599,0.079,0.056,,,,,,,,,
AUDI,A6 Avant,2.8 V6 FSI quattro 210PS Tiptronic,QA6,2773,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,231,1650,73.0,0.389,0.071,0.029,,,,,,,,,
AUDI,A6 Avant,2.4 V6 177PS,M6,2393,Petrol,14.3,7.2,9.8,19.5,39.2,28.5,233,1684,74.0,0.604,0.037,0.017,,,,,,,,,
AUDI,A6 Avant,3.2 V6 FSI 256PS,M6,3123,Petrol,14.3,7.2,9.8,19.8,39.2,28.8,233,1667,73.0,0.841,0.061,0.044,,,,,,,,,
AUDI,A6 Avant,3.2 V6 FSI quattro 256PS,QM6,3123,Petrol,15.6,8.0,10.8,18.1,35.3,26.2,257,1832,74.0,0.808,0.056,0.038,,,,,,,,,
AUDI,A6 Avant,2.4 V6 quattro 177PS,QM6,2393,Petrol,16.1,7.9,10.9,17.5,35.8,25.9,259,1854,73.0,0.697,0.050,0.034,,,,,,,,,
AUDI,A6 Avant,3.2 V6 FSI quattro 256PS Tiptronic,QA6,3123,Petrol,15.7,8.1,10.9,18.0,34.9,25.9,259,1854,71.0,0.828,0.091,0.041,,,,,,,,,
AUDI,A6 Avant,4.2 V8 FSI quattro 350PS Tiptronic,QA6,4163,Petrol,15.7,8.2,10.9,18.0,34.4,25.9,259,1854,72.0,0.446,0.060,0.034,,,,,,,,,
AUDI,A6 Saloon,2.0 TDI 140PS,M6,1968,Diesel,8.5,4.7,6.1,33.2,60.1,46.3,159,1178,72.0,0.150,,0.230,0.267,0.020,,,,,,,
AUDI,A6 Saloon,2.0 TDI 140PS Multitronic with DPF,AV,1968,Diesel,8.8,5.5,6.7,32.1,51.4,42.2,178,1293,72.0,0.020,,0.199,0.210,0.001,,,,,,,
AUDI,A6 Saloon,2.7 V6 TDI 180PS,M6,2698,Diesel,9.7,5.3,6.9,29.1,53.3,40.9,184,1334,72.0,0.232,,0.215,0.251,0.017,,,,,,,
AUDI,A6 Saloon,2.7 V6 TDI 180PS Multitronic,AV,2698,Diesel,9.9,5.7,7.2,28.5,49.6,39.2,192,1392,71.0,0.294,,0.196,0.232,0.021,,,,,,,
AUDI,A6 Saloon,2.7 V6 TDI 180PS Multitronic with DPF,AV,2698,Diesel,10.0,5.8,7.3,28.2,48.7,38.7,194,1410,71.0,0.350,,0.232,0.279,0.002,,,,,,,
AUDI,A6 Saloon,3.0 V6 TDI quattro 233PS,QM6,2967,Diesel,11.3,6.1,8.0,25.0,46.3,35.3,213,1545,73.0,0.280,,0.232,0.271,0.020,,,,,,,
AUDI,A6 Saloon,2.7 V6 TDI quattro 180PS Tiptronic,QA6,2698,Diesel,11.5,6.6,8.4,24.6,42.8,33.6,222,1624,70.0,0.222,,0.222,0.248,0.023,,,,,,,
AUDI,A6 Saloon,3.0 V6 TDI quattro 233PS Tiptronic,QA6,2967,Diesel,12.0,6.1,8.3,23.5,46.3,34.0,222,1604,70.0,0.205,,0.219,0.245,0.017,,,,,,,
AUDI,A6 Saloon,2.0 TFSI 170PS,M6,1984,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,187,1341,72.0,0.728,0.042,0.020,,,,,,,,,
AUDI,A6 Saloon,2.0 TFSI 170PS Multitronic,AV,1984,Petrol,11.2,6.5,8.2,25.2,43.5,34.4,194,1396,72.0,0.700,0.069,0.031,,,,,,,,,
AUDI,A6 Saloon,2.8 V6 FSI 210PS,M6,2773,Petrol,12.9,6.3,8.7,21.9,44.8,32.5,207,1477,71.0,0.244,0.071,0.049,,,,,,,,,
AUDI,A6 Saloon,2.8 V6 FSI 210PS Multitronic,AV,2773,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,209,1496,73.0,0.217,0.071,0.053,,,,,,,,,
AUDI,A6 Saloon,2.4 V6 177PS Multitronic,AV,2393,Petrol,13.7,7.1,9.6,20.6,39.8,29.4,229,1633,74.0,0.425,0.058,0.023,,,,,,,,,
AUDI,A6 Saloon,3.2 V6 FSI 256PS Multitronic,AV,3123,Petrol,13.9,7.1,9.6,20.3,39.8,29.4,229,1633,74.0,0.599,0.079,0.056,,,,,,,,,
AUDI,A6 Saloon,2.4 V6 177PS,M6,2393,Petrol,14.1,7.1,9.7,19.8,39.8,29.1,231,1650,74.0,0.604,0.037,0.017,,,,,,,,,
AUDI,A6 Saloon,2.8 V6 FSI quattro 210PS Tiptronic,QA6,2773,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,231,1650,73.0,0.389,0.071,0.029,,,,,,,,,
AUDI,A6 Saloon,3.2 V6 FSI 256PS,M6,3123,Petrol,14.1,7.1,9.7,19.8,39.8,29.1,231,1650,73.0,0.841,0.061,0.044,,,,,,,,,
AUDI,A6 Saloon,3.2 V6 FSI quattro 256PS,QM6,3123,Petrol,15.5,7.9,10.7,18.2,35.8,26.4,255,1818,74.0,0.808,0.056,0.038,,,,,,,,,
AUDI,A6 Saloon,2.4 V6 quattro 177PS,QM6,2393,Petrol,16.0,7.8,10.8,17.7,36.2,25.9,257,1854,73.0,0.697,0.050,0.034,,,,,,,,,
AUDI,A6 Saloon,4.2 V8 FSI quattro 350PS Tiptronic,QA6,4163,Petrol,15.6,8.1,10.8,18.1,34.9,26.2,257,1832,72.0,0.446,0.060,0.034,,,,,,,,,
AUDI,A6 Saloon,3.2 V6 FSI quattro 256PS Tiptronic,QA6,3123,Petrol,15.7,8.1,10.9,18.0,34.9,25.9,259,1854,71.0,0.828,0.091,0.041,,,,,,,,,
AUDI,A8,3.0 V6 TDI quattro 233PS Tiptronic,QA6,2967,Diesel,12.0,6.4,8.4,23.5,44.1,33.6,224,1624,73.0,0.274,,0.208,0.241,0.014,,,,,,,
AUDI,A8,3.0 V6 TDI quattro 233PS LWB Tiptronic with DPF,QA6,2967,Diesel,12.0,6.4,8.4,23.5,44.1,33.6,224,1624,73.0,0.168,,0.178,0.213,0.001,,,,,,,
AUDI,A8,4.2 V8 TDI quattro 326PS Tiptronic with DPF,QA6,4134,Diesel,13.3,7.2,9.4,21.2,39.2,30.1,249,1812,69.0,0.152,,0.216,0.242,0.001,,,,,,,
AUDI,A8,4.2 V8 TDI quattro 326PS LWB Tiptronic with DPF,QA6,4134,Diesel,13.3,7.2,9.4,21.2,39.2,30.1,249,1812,69.0,0.152,,0.216,0.242,0.001,,,,,,,
AUDI,A8,2.8 V6 FSI 210PS Multitronic,AV,2773,Petrol,11.8,6.3,8.3,23.9,44.8,34.0,199,1412,71.0,0.173,0.064,0.017,,,,,,,,,
AUDI,A8,3.2 V6 FSI 260PS Multitronic,AV,3123,Petrol,14.7,7.1,9.9,19.2,39.8,28.5,234,1684,73.0,0.467,0.055,0.040,,,,,,,,,
AUDI,A8,3.2 V6 FSI 260PS Multitronic LWB,AV,3123,Petrol,14.7,7.1,9.9,19.2,39.8,28.5,234,1684,73.0,0.467,0.055,0.040,,,,,,,,,
AUDI,A8,3.2 V6 FSI quattro 260PS Tiptronic,QA6,3123,Petrol,16.0,7.8,10.9,17.7,36.2,25.9,259,1854,71.0,0.843,0.062,0.020,,,,,,,,,
AUDI,A8,4.2 V8 FSI quattro 350PS Tiptronic,QA6,3123,Petrol,15.7,8.2,10.9,18.0,34.4,25.9,259,1854,70.0,0.422,0.067,0.031,,,,,,,,,
AUDI,A8,4.2 V8 FSI quattro 350PS LWB Tiptronic,QA6,4163,Petrol,15.7,8.2,10.9,18.0,34.4,25.9,259,1854,70.0,0.422,0.067,0.031,,,,,,,,,
AUDI,A8,6.0 W12 quattro 450PS Tiptronic,QA6,5998,Petrol,20.1,9.8,13.6,14.1,28.8,20.8,324,2308,73.0,0.819,0.097,0.023,,,,,,,,,
AUDI,A8,6.0 W12 quattro 450PS LWB Tiptronic,QA6,5998,Petrol,20.1,9.8,13.6,14.1,28.8,20.8,324,2308,73.0,0.819,0.097,0.023,,,,,,,,,
AUDI,Cabriolet,2.0 TDI 140PS with DPF,M6,1968,Diesel,8.4,5.3,6.4,33.6,53.3,44.1,172,1237,73.0,0.107,,0.233,0.255,0.004,,,,,,,
AUDI,Cabriolet,2.0 TDI 140PS Multitronic with DPF,AV,1968,Diesel,8.1,5.6,6.5,34.9,50.4,43.5,175,1254,72.0,0.224,,0.167,0.209,0.001,,,,,,,
AUDI,Cabriolet,3.0 V6 TDI quattro 233PS with DPF ,QM6,2967,Diesel,11.1,6.0,7.9,25.4,47.1,35.8,209,1524,73.0,0.261,,0.177,0.215,0.001,,,,,,,
AUDI,Cabriolet,3.0 V6 TDI quattro 233PS Tiptronic with DPF,QA6,2967,Diesel,11.9,6.4,8.4,23.7,44.1,33.6,223,1624,73.0,0.200,,0.211,0.241,0.001,,,,,,,
AUDI,Cabriolet,2.0 TFSI 200PS,M6,1984,Petrol,11.3,6.0,8.0,25.0,47.1,35.3,190,1360,73.0,0.418,0.034,0.029,,,,,,,,,
AUDI,Cabriolet,1.8 T 163PS,M5,1781,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,197,1412,71.0,0.446,0.020,0.017,,,,,,,,,
AUDI,Cabriolet,2.0 TFSI 200PS Multitronic,AV,1984,Petrol,11.4,6.5,8.3,24.8,43.5,34.0,197,1412,73.0,0.402,0.047,0.020,,,,,,,,,
AUDI,Cabriolet,1.8 T 163PS Multitronic,AV,1781,Petrol,11.6,6.7,8.5,24.4,42.2,33.2,204,1446,71.0,0.526,0.031,0.024,,,,,,,,,
AUDI,Cabriolet,3.2 V6 FSI quattro 256PS Multitronic,AV,3123,Petrol,13.8,7.2,9.6,20.5,39.2,29.4,228,1633,74.0,0.305,0.061,0.032,,,,,,,,,
AUDI,Cabriolet,3.2 V6 FSI quattro 256PS Tiptronic,QA6,3123,Petrol,16.1,8.2,10.9,17.5,34.4,25.9,259,1854,72.0,0.480,0.038,0.026,,,,,,,,,
AUDI,Cabriolet,3.2 V6 FSI quattro 256PS,QM6,3123,Petrol,16.2,8.1,11.0,17.4,34.9,25.7,262,1868,71.0,0.420,0.044,0.032,,,,,,,,,
AUDI,Coupé TTS,2.0 TFSI quattro 272PS S-Tronic  ,D6,1984,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,188,1341,73.0,0.277,0.083,0.017,,,,,,,,,
AUDI,Coupé TTS,2.0 TFSI quattro 272PS,M6,1984,Petrol,10.9,6.3,8.0,25.9,44.8,35.3,191,1360,75.0,0.155,0.049,0.024,,,,,,,,,
AUDI,New A4 Avant,2.0 CR TDI 120PS with DPF,M6,1968,Diesel,6.8,4.5,5.3,41.5,62.8,53.3,140,1023,72.0,0.124,,0.140,0.162,0.003,,,,,,,
AUDI,New A4 Avant,2.0 TDI 143PS with DPF,M6,1968,Diesel,7.0,4.5,5.4,40.4,62.8,52.3,143,1043,72.0,0.181,,0.159,0.183,0.000,,,,,,,
AUDI,New A4 Avant,2.0 CR TDI 170PS with DPF,M6,1968,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,149,1082,73.0,0.178,,0.141,0.168,0.003,,,,,,,
AUDI,New A4 Avant,2.0 TDI 143PS Multitronic with DPF,AV,1968,Diesel,7.5,5.2,6.0,37.7,54.3,47.1,159,1158,72.0,0.040,,0.167,0.176,0.006,,,,,,,
AUDI,New A4 Avant,2.0 CR TDI quattro 170PS with DPF,QM6,1968,Diesel,7.9,5.2,6.2,35.8,54.3,45.6,162,1196,73.0,0.245,,0.134,0.174,0.003,,,,,,,
AUDI,New A4 Avant,2.7 TDI 190PS Multitronic with DPF,AV,2697,Diesel,7.7,5.8,6.5,36.7,48.7,43.5,170,1254,72.0,0.173,,0.157,0.178,0.001,,,,,,,
AUDI,New A4 Avant,3.0 V6 TDI quattro 240PS with DPF  ,QM6,2967,Diesel,8.9,5.6,6.8,31.7,50.4,41.5,179,1315,74.0,0.168,,0.158,0.187,0.001,,,,,,,
AUDI,New A4 Avant,1.8 TFSI 160PS,M6,1798,Petrol,9.6,5.8,7.2,29.4,48.7,39.2,160,1225,73.0,0.509,0.065,0.025,,,,,,,,,
AUDI,New A4 Avant,2.0 TFSI 210PS,M6,1984,Petrol,9.1,5.4,6.8,31.0,52.3,41.5,160,1157,74.0,0.278,0.036,0.025,,,,,,,,,
AUDI,New A4 Avant,2.0 TFSI 180PS,M6,1984,Petrol,9.1,5.4,6.8,31.0,52.3,41.5,170,1157,73.0,0.278,0.036,0.025,,,,,,,,,
AUDI,New A4 Avant,2.0 TFSI 180PS Multitronic,AV,1984,Petrol,9.7,5.9,7.3,29.1,47.9,38.7,175,1240,74.0,0.626,0.062,0.024,,,,,,,,,
AUDI,New A4 Avant,2.0 TFSI quattro 210PS,QM6,1984,Petrol,10.1,6.1,7.6,28.0,46.3,37.2,177,1290,74.0,0.536,0.040,0.019,,,,,,,,,
AUDI,New A4 Avant,3.2 V6 265PS Multitronic,AV,3197,Petrol,11.4,6.7,8.4,24.8,42.2,33.6,199,1429,74.0,0.143,0.054,0.014,,,,,,,,,
AUDI,New A4 Avant,3.2 FSI quattro 265PS,QM6,3197,Petrol,13.0,6.8,9.1,21.7,41.5,31.0,216,1549,74.0,0.151,0.055,0.017,,,,,,,,,
AUDI,New A4 Avant,3.2 FSI quattro 265PS Tiptronic,QA6,3197,Petrol,13.1,6.9,9.2,21.6,40.9,30.7,219,1564,70.0,0.146,0.066,0.017,,,,,,,,,
AUDI,New A4 Saloon,2.0 CR TDI 120PS,M6,1984,Diesel,6.7,4.1,5.1,42.2,68.9,55.4,134,985,73.0,0.192,,0.117,0.149,0.006,,,,,,,
AUDI,New A4 Saloon,2.0 CR TDI 170PS with DPF,M6,1968,Diesel,7.0,4.4,5.3,40.4,64.2,53.3,140,1023,70.0,0.189,,0.131,0.162,0.011,,,,,,,
AUDI,New A4 Saloon,2.0 TDI 143PS with DPF,M6,1968,Diesel,7.5,4.3,5.5,37.7,65.7,51.4,144,1061,72.0,0.037,,0.142,0.162,0.002,,,,,,,
AUDI,New A4 Saloon,2.0 TDI 143PS Multitronic with DPF,AV,1968,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1120,72.0,0.044,,0.127,0.137,0.001,,,,,,,
AUDI,New A4 Saloon,2.0 CR TDI quattro 170PS with DPF,QM6,1968,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,156,1139,73.0,0.278,,0.125,0.169,0.011,,,,,,,
AUDI,New A4 Saloon,2.7 V6 TDI 190PS Multitronic with DPF,AV,2698,Diesel,8.1,5.7,6.6,34.9,49.6,42.8,176,1275,71.0,0.214,,0.141,0.160,0.001,,,,,,,
AUDI,New A4 Saloon,3.0 V6 TDI quattro 240PS with DPF,QM6,2967,Diesel,9.2,5.5,6.9,30.7,51.4,40.9,183,1334,74.0,0.325,,0.167,0.205,0.001,,,,,,,
AUDI,New A4 Saloon,2.0 TFSI 180PS,M6,1984,Petrol,9.0,5.2,6.6,31.4,54.3,42.8,154,1122,73.0,0.217,0.024,0.024,,,,,,,,,
AUDI,New A4 Saloon,2.0 TFSI 210PS,M6,1984,Petrol,9.0,5.2,6.6,31.4,54.3,42.8,154,1122,74.0,0.217,0.024,0.024,,,,,,,,,
AUDI,New A4 Saloon,2.0 TFSI 210PS Multitronic,AV,1984,Petrol,9.0,5.2,6.6,31.4,54.3,42.8,154,1122,73.0,0.217,0.024,0.024,,,,,,,,,
AUDI,New A4 Saloon,2.0 TFSI 180PS Multitronic,AV,1984,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,167,1206,74.0,0.760,0.071,0.023,,,,,,,,,
AUDI,New A4 Saloon,1.8 TFSI 120PS,M6,1798,Petrol,9.9,5.5,7.1,28.5,51.4,39.8,169,1206,73.0,0.326,0.018,0.020,,,,,,,,,
AUDI,New A4 Saloon,1.8 TFSI 160PS,M6,1798,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,1225,73.0,0.226,0.017,0.031,,,,,,,,,
AUDI,New A4 Saloon,2.0 TFSI quattro 210PS,QM6,1984,Petrol,10.0,5.9,7.4,28.2,47.9,38.2,173,1257,74.0,0.385,0.034,0.018,,,,,,,,,
AUDI,New A4 Saloon,1.8 TFSI 160PS Multitronic,AV,1798,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,179,1290,74.0,0.457,0.071,0.012,,,,,,,,,
AUDI,New A4 Saloon,3.2 V6 265PS Multitronic,AV,3197,Petrol,11.2,6.4,8.2,25.2,44.1,34.4,194,1396,74.0,0.205,0.064,0.013,,,,,,,,,
AUDI,New A4 Saloon,3.2 V6 FSI quattro 265PS,QM6,3197,Petrol,13.0,6.6,8.9,21.7,42.8,31.7,213,1514,74.0,0.145,0.047,0.014,,,,,,,,,
AUDI,New A4 Saloon,3.2 V6 FSI quattro 265PS Tiptronic,QA6,3197,Petrol,13.0,6.7,9.0,21.7,42.2,31.4,215,1529,70.0,0.166,0.079,0.018,,,,,,,,,
AUDI,Q5,2.0 CR TDI quattro 170PS with DPF,QM6,1968,Diesel,8.2,5.8,6.7,34.4,48.7,42.2,175,1293,72.0,0.155,,0.171,0.195,0.003,,,,,,,
AUDI,Q5,2.0 CR TDI quattro 170PS S-Tronic with DPF,D6,1968,Diesel,8.2,6.0,6.8,34.4,47.1,41.5,197,1315,70.0,0.077,,0.172,0.183,0.007,,,,,,,
AUDI,Q7,3.0 V6 TDI quattro 240PS Tiptronic with DPF,QA6,2967,Diesel,11.3,7.8,9.1,25.0,36.2,31.0,239,1760,72.0,0.195,,0.189,0.208,0.002,,,,,,,
AUDI,Q7,4.2 V8 TDI quattro 326PS Tiptronic with DPF,QA6,4134,Diesel,14.9,8.9,11.1,19.0,31.7,25.4,294,2148,71.0,0.159,,0.309,0.329,0.001,,,,,,,
AUDI,Q7,3.6 V6 FSI quattro 280PS Tiptronic,QA6,3597,Petrol,17.8,9.8,12.7,15.9,28.8,22.2,304,2162,75.0,0.463,0.083,0.037,,,,,,,,,
AUDI,Q7,4.2 V8 FSI quattro 350PS Tiptronic,QA6,4163,Petrol,19.1,10.0,13.3,14.8,28.2,21.2,317,2264,73.0,0.277,0.055,0.036,,,,,,,,,
AUDI,R8,4.2 V8 quattro 420PS R-Tronic,QD6,4163,Petrol,20.4,9.6,13.6,13.8,29.4,20.8,325,2308,74.0,0.490,0.075,0.046,,,,,,,,,
AUDI,R8,5.2 V10 FSI quattro 525PS S-Tronic,QA6,5204,Petrol,20.7,9.6,13.7,13.6,29.4,20.6,327,2330,74.0,0.144,0.044,0.023,,,,,,,,,
AUDI,R8,4.2 V8 quattro 420PS,QM6,4163,Petrol,22.1,10.2,14.6,12.8,27.7,19.3,349,2487,75.0,0.450,0.065,0.053,,,,,,,,,
AUDI,R8,5.2 V10 FSI quattro 525PS,QM6,5204,Petrol,22.6,10.2,14.7,12.5,27.7,19.2,351,2500,75.0,0.188,0.058,0.041,,,,,,,,,
AUDI,Roadster TTS,2.0 TFSI quattro 272PS S-Tronic ,D6,1984,Petrol,11.3,6.2,8.0,25.0,45.6,35.3,190,1360,73.0,0.185,0.055,0.030,,,,,,,,,
AUDI,Roadster TTS,2.0 TFSI quattro 272PS,M6,1984,Petrol,11.0,6.5,8.2,25.7,43.5,34.4,194,1396,75.0,0.158,0.049,0.023,,,,,,,,,
AUDI,RS6 ,5.0 V10 quattro 580PS Tiptronic Saloon,QA6,4991,Petrol,20.3,10.2,13.9,13.9,27.7,20.3,331,2365,74.0,0.305,0.089,0.053,,,,,,,,,
AUDI,RS6 ,5.0 V10 quattro 580PS Tiptronic Avant,QA6,4991,Petrol,20.4,10.3,14.0,13.8,27.4,20.2,333,2377,74.0,0.305,0.089,0.053,,,,,,,,,
AUDI,S Series,S3 2.0T FSI quattro 265PS ,QM6,1984,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,217,1549,75.0,0.239,0.065,0.022,,,,,,,,,
AUDI,S Series,S5 4.2 V8 quattro 353PS Tiptronic,QA6,4163,Petrol,15.7,7.9,10.8,12.4,35.8,26.2,256,1832,69.0,0.381,0.082,0.033,,,,,,,,,
AUDI,S Series,S4 4.2 V8 quattro 344PS Tiptronic Saloon,QA6,4163,Petrol,17.3,8.9,12.0,16.3,31.7,23.5,286,2043,72.0,0.296,0.031,0.018,,,,,,,,,
AUDI,S Series,S4 4.2 V8 quattro 344PS Tiptronic Avant,QA6,4163,Petrol,17.3,8.9,12.0,16.3,31.7,23.5,286,2043,72.0,0.296,0.031,0.018,,,,,,,,,
AUDI,S Series,S5 4.2 V8 quattro 353PS,QM6,4163,Petrol,18.1,8.7,12.1,12.4,32.5,23.3,288,2060,69.0,0.358,0.056,0.043,,,,,,,,,
AUDI,S Series,S4 4.2 V8 quattro 344PS Tiptronic Cabriolet ,QA6,4163,Petrol,17.5,9.0,12.1,16.1,31.4,23.3,289,2060,73.0,0.336,0.041,0.036,,,,,,,,,
AUDI,S Series,S6 5.2 V10 quattro 435PS Tiptronic Saloon,QA6,5204,Petrol,18.5,9.1,12.6,15.3,31.0,22.4,299,2143,74.0,0.385,0.086,0.049,,,,,,,,,
AUDI,S Series,S8 5.2 V10 quattro 450PS Tiptronic ,QA6,5204,Petrol,19.5,9.5,13.2,14.5,29.7,21.4,314,2243,74.0,0.545,0.072,0.060,,,,,,,,,
AUDI,S Series,S4 4.2 V8 quattro 344PS Cabriolet ,QM6,4163,Petrol,19.4,9.8,13.3,14.6,28.8,21.2,317,2264,75.0,0.408,0.035,0.026,,,,,,,,,
AUDI,S Series,S6 5.2 V10 quattro 435PS Tiptronic Avant,QA6,5204,Petrol,19.7,9.7,13.4,14.3,29.1,21.1,319,2275,74.0,0.560,0.075,0.064,,,,,,,,,
AUDI,S Series,S4 4.2 V8 quattro 344PS Saloon,QM6,4163,Petrol,19.5,9.8,13.3,14.5,28.8,21.2,321,2264,75.0,0.430,0.046,0.040,,,,,,,,,
AUDI,S Series,S4 4.2 V8 quattro 344PS Avant,QM6,4163,Petrol,19.5,9.8,13.3,14.5,28.8,21.2,321,2264,75.0,0.430,0.046,0.040,,,,,,,,,
AUDI,S Series,RS4 4.2 V8 quattro 420PS Saloon,QM6,4163,Petrol,20.6,9.3,13.4,13.7,30.4,21.1,322,2275,75.0,0.284,0.083,0.026,,,,,,,,,
AUDI,S Series,RS4 4.2 V8 quattro 420PS Avant ,QM6,4163,Petrol,20.7,9.4,13.5,13.6,30.1,20.9,324,2297,75.0,0.284,0.083,0.026,,,,,,,,,
AUDI,S Series,RS6 5.0 V10 quattro 580PS Tiptronic Saloon,QA6,4991,Petrol,20.3,10.2,13.9,13.9,27.7,20.3,331,2365,74.0,0.305,0.089,0.053,,,,,,,,,
AUDI,S Series,RS6 5.0 V10 quattro 580PS Tiptronic Avant,QA6,4991,Petrol,20.4,10.3,14.0,13.8,27.4,20.2,333,2377,74.0,0.305,0.089,0.053,,,,,,,,,
AUDI,S Series,RS4 4.2 V8 quattro 420PS Cabriolet ,QM6,4163,Petrol,21.4,9.6,13.9,13.2,29.4,20.3,334,2365,75.0,0.354,0.068,0.045,,,,,,,,,
AUDI,TT Coupé,2.0 CR TDI quattro 170PS with DPF,QM6,1984,Diesel,7.0,4.3,5.3,40.4,65.7,53.3,139,1023,73.0,0.293,,0.118,0.153,0.004,,,,,,,
AUDI,TT Coupé,2.0 TFSI quattro 200PS S-Tronic,D6,1984,Petrol,10.5,6.1,7.7,26.9,46.3,36.7,181,1308,74.0,0.233,0.034,0.017,,,,,,,,,
AUDI,TT Coupé,2.0 TFSI 200PS,M6,1984,Petrol,10.7,6.0,7.7,26.4,47.1,36.7,183,1308,75.0,0.163,0.038,0.020,,,,,,,,,
AUDI,TT Coupé,2.0 TFSI 200PS S-Tronic,D6,1984,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,183,1308,74.0,0.346,0.053,0.010,,,,,,,,,
AUDI,TT Coupé,3.2 V6 quattro 250PS S-Tronic,D6,3189,Petrol,12.9,7.3,9.4,21.9,38.7,30.1,224,1595,73.0,0.268,0.029,0.013,,,,,,,,,
AUDI,TT Coupé,3.2 V6 quattro 250PS,QM6,3189,Petrol,14.7,7.8,10.3,19.2,36.2,27.4,247,1752,74.0,0.433,0.031,0.020,,,,,,,,,
AUDI,TT Roadster,2.0 CR TDI quattro 170PS with DPF,QM6,1984,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,144,1061,73.0,0.232,,0.136,0.167,0.004,,,,,,,
AUDI,TT Roadster,1.8 TFSI 160PS,M6,1798,Petrol,9.1,5.6,6.9,31.0,50.4,40.9,161,1174,74.0,0.275,0.046,0.016,,,,,,,,,
AUDI,TT Roadster,2.0 TFSI 200PS,M6,1984,Petrol,10.7,6.2,7.8,26.4,45.6,36.2,186,1326,75.0,0.210,0.055,0.012,,,,,,,,,
